Message,Post URL
"In Legacy Code, whenever you fix a bug, start a mikado graph to add a test around it.",https://philippe.bourgau.net/make-testing-legacy-code-viral-mikado-method-and-test-data-builders/
"In Legacy Code, whenever you fix a bug, start a mikado graph of test data builders to add a test around the bug.",https://philippe.bourgau.net/make-testing-legacy-code-viral-mikado-method-and-test-data-builders/
"Full time #PairProgramming within a team is slow but effective agile technical coaching. Read ""The story about how we do #AgileTechnicalCoaching"" https://bit.ly/2KXHnL5 #Agile #Craftsmanship #AgileCoaching",https://philippe.bourgau.net/the-story-about-how-we-do-agile-technical-coaching/
"Katas + Mobs is a time-efficient agile technical coaching scheme. Here is ""The story about how we do #AgileTechnicalCoaching"" https://bit.ly/2KXHnL5 #Agile #Craftsmanship #AgileCoaching #MobProgramming #CodeKata #CodingDojo",https://philippe.bourgau.net/the-story-about-how-we-do-agile-technical-coaching/
Mobbing teaches how to collaborate better,https://philippe.bourgau.net/the-story-about-how-we-do-agile-technical-coaching/
"Once developers get TDD and pairing, they get the agile mindset.",https://philippe.bourgau.net/the-story-about-how-we-do-agile-technical-coaching/
Push-coaching is like inflicting help. Forcing teams to get coached is a silly strategy.,https://philippe.bourgau.net/the-story-about-how-we-do-agile-technical-coaching/
We've compiled our katas into a kata repo to let teams practice without a coach. We're hoping to take the time to open source this repo at some point.,https://philippe.bourgau.net/the-story-about-how-we-do-agile-technical-coaching/
Asking for help is often seen as a weakness in our ego-driven industry…,https://philippe.bourgau.net/the-story-about-how-we-do-agile-technical-coaching/
Let's grow developers' leadership by involving experts in kata preparation.,https://philippe.bourgau.net/the-story-about-how-we-do-agile-technical-coaching/
How mob programming will make you quickly write team coding standards,https://philippe.bourgau.net/3-good-and-bad-ways-to-write-team-coding-standards-and-conventions/
Top mob programming benefit: agree on coding standards and conventions fast!,https://philippe.bourgau.net/3-good-and-bad-ways-to-write-team-coding-standards-and-conventions/
Use coding conventions as a way to inject mob programming!,https://philippe.bourgau.net/3-good-and-bad-ways-to-write-team-coding-standards-and-conventions/
"Learn how to use asynchronous #decisionmaking to agree on team #codingStandards when working remotely. Read more in ""3 Good and Bad Ways to Write Team Coding Standards and Conventions"" https://bit.ly/2x9A7s2 #remoteWork #WFH ",https://philippe.bourgau.net/3-good-and-bad-ways-to-write-team-coding-standards-and-conventions/
Team Coding Standards Anti-Pattern: Brainstorming,https://philippe.bourgau.net/3-good-and-bad-ways-to-write-team-coding-standards-and-conventions/
Team Coding Standards Best Practice: Mob sessions,https://philippe.bourgau.net/3-good-and-bad-ways-to-write-team-coding-standards-and-conventions/
Asynchronous Decision Making has Living Documentation built-in!,https://philippe.bourgau.net/3-good-and-bad-ways-to-write-team-coding-standards-and-conventions/
"As long as at least 1 person remembers the coding standard, it will stick in the mob!",https://philippe.bourgau.net/3-good-and-bad-ways-to-write-team-coding-standards-and-conventions/
Open-source alternatives for remote pair and mob programming are few but world-class!,https://philippe.bourgau.net/best-open-source-tools-for-remote-pair-programming/
"If your team is not using an IDE, or if you can be as effective without one, then TMux is the no-brainer solution for remote pair and mob programming",https://philippe.bourgau.net/best-open-source-tools-for-remote-pair-programming/
You can set up a world-class remote pairing and mobbing solution in 5 minutes with a git pull-push loop.,https://philippe.bourgau.net/best-open-source-tools-for-remote-pair-programming/
Wondering how to do remote pair or mob programming? Saros might be what you need. It's an open source collaborative code edition plugin for IntelliJ and Eclipse.,https://philippe.bourgau.net/best-open-source-tools-for-remote-pair-programming/
"If you cannot buy a tool for remote pair or mob programming, check these 3 world-class open-source alternatives.",https://philippe.bourgau.net/best-open-source-tools-for-remote-pair-programming/
Tip#1 from 21 More #EventStorming Tips: Distribute domain-specific learning material #DDD https://bit.ly/3fFMTjG,https://philippe.bourgau.net/21-more-event-storming-tips-part-1-understanding-and-rhythm/
Tip#2 from 21 More #EventStorming Tips: State the goal 'sharing over learning' #DDD https://bit.ly/3fFMTjG,https://philippe.bourgau.net/21-more-event-storming-tips-part-1-understanding-and-rhythm/
Tip#3 from 21 More #EventStorming Tips: Playing the silliest person in the room #DDD https://bit.ly/3fFMTjG,https://philippe.bourgau.net/21-more-event-storming-tips-part-1-understanding-and-rhythm/
Tip#4 from 21 More #EventStorming Tips: Ask a new-joiner to collect definitions #DDD https://bit.ly/3fFMTjG,https://philippe.bourgau.net/21-more-event-storming-tips-part-1-understanding-and-rhythm/
Tip#5 from 21 More #EventStorming Tips: Twice 2 hours per day #DDD https://bit.ly/3fFMTjG,https://philippe.bourgau.net/21-more-event-storming-tips-part-1-understanding-and-rhythm/
Tip#6 from 21 More #EventStorming Tips: Use breaks #DDD https://bit.ly/3fFMTjG,https://philippe.bourgau.net/21-more-event-storming-tips-part-1-understanding-and-rhythm/
Tip#7 from 21 More #EventStorming Tips: Adapt with ROTIs #DDD https://bit.ly/3fFMTjG,https://philippe.bourgau.net/21-more-event-storming-tips-part-1-understanding-and-rhythm/
Tip#8 from 21 More #EventStorming Tips: Re-narrate for new-joiners #DDD https://bit.ly/3fFMTjG,https://philippe.bourgau.net/21-more-event-storming-tips-part-1-understanding-and-rhythm/
Tip#9 from 21 More #EventStorming Tips: Leave with actions #DDD https://bit.ly/3fFMTjG,https://philippe.bourgau.net/21-more-event-storming-tips-part-1-understanding-and-rhythm/
Tip#10 from 21 More #EventStorming Tips: If things are slow to start #DDD https://bit.ly/2ztcZG1,https://philippe.bourgau.net/21-more-event-storming-tips-part-2-facilitation-and-existing-code/
Tip#11 from 21 More #EventStorming Tips: If there is a single discussion bottleneck #DDD https://bit.ly/2ztcZG1,https://philippe.bourgau.net/21-more-event-storming-tips-part-2-facilitation-and-existing-code/
Tip#12 from 21 More #EventStorming Tips: Post-it twist #DDD https://bit.ly/2ztcZG1,https://philippe.bourgau.net/21-more-event-storming-tips-part-2-facilitation-and-existing-code/
Tip#13 from 21 More #EventStorming Tips: Explicit decisions #DDD https://bit.ly/2ztcZG1,https://philippe.bourgau.net/21-more-event-storming-tips-part-2-facilitation-and-existing-code/
Tip#14 from 21 More #EventStorming Tips: Start with 30 minutes brief #DDD https://bit.ly/2ztcZG1,https://philippe.bourgau.net/21-more-event-storming-tips-part-2-facilitation-and-existing-code/
Tip#15 from 21 More #EventStorming Tips: Adapt the schedule even more! #DDD https://bit.ly/2ztcZG1,https://philippe.bourgau.net/21-more-event-storming-tips-part-2-facilitation-and-existing-code/
Tip#16 from 21 More #EventStorming Tips: Make stress explicit #DDD https://bit.ly/2ztcZG1,https://philippe.bourgau.net/21-more-event-storming-tips-part-2-facilitation-and-existing-code/
Tip#17 from 21 More #EventStorming Tips: Avoid adding special post-its #DDD https://bit.ly/3b0Z6f6,https://philippe.bourgau.net/21-more-event-storming-tips-part-3-anti-and-meta-patterns/
Tip#18 from 21 More #EventStorming Tips: Avoid #remote participant #DDD https://bit.ly/3b0Z6f6,https://philippe.bourgau.net/21-more-event-storming-tips-part-3-anti-and-meta-patterns/
Tip#19 from 21 More #EventStorming Tips: Avoid Big Design Up Front #DDD https://bit.ly/3b0Z6f6,https://philippe.bourgau.net/21-more-event-storming-tips-part-3-anti-and-meta-patterns/
Tip#20 from 21 More #EventStorming Tips: Create an Event Storming community of practice #DDD https://bit.ly/3b0Z6f6,https://philippe.bourgau.net/21-more-event-storming-tips-part-3-anti-and-meta-patterns/
Tip#21 from 21 More #EventStorming Tips: Ask Alberto! @ziobrando #DDD https://bit.ly/3b0Z6f6,https://philippe.bourgau.net/21-more-event-storming-tips-part-3-anti-and-meta-patterns/
